C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_29_343.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_29_343.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_29_343.jpg,0,0,0,3.02E-05
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_29_413.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_29_413.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_29_413.jpg,0,0,0,3.08E-05
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_29_482.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_29_482.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_29_482.jpg,0,0,0,3.20E-05
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_29_550.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_29_550.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_29_550.jpg,0,0,0,3.18E-05
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_29_617.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_29_617.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_29_617.jpg,0,0,0,3.22E-05
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_29_686.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_29_686.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_29_686.jpg,0,0,0,2.99E-05
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_29_755.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_29_755.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_29_755.jpg,0,0,0,3.21E-05
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_29_824.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_29_824.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_29_824.jpg,0,0.1656798,0,0.06761444
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_29_893.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_29_893.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_29_893.jpg,0,0.4058856,0,0.4113973
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_29_963.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_29_963.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_29_963.jpg,0,0.5885268,0,0.7359507
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_30_031.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_30_031.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_30_031.jpg,-0.05,0.8273367,0,1.402856
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_30_098.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_30_098.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_30_098.jpg,-0.2,1,0,2.111924
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_30_166.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_30_166.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_30_166.jpg,-0.35,1,0,2.807834
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_30_233.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_30_233.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_30_233.jpg,-0.5500001,1,0,3.724461
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_30_302.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_30_302.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_30_302.jpg,-0.7,1,0,4.401282
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_30_369.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_30_369.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_30_369.jpg,-0.8500001,1,0,5.059481
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_30_436.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_30_436.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_30_436.jpg,-1,1,0,5.909872
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_30_504.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_30_504.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_30_504.jpg,0,1,0,6.476669
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_30_574.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_30_574.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_30_574.jpg,0,1,0,7.367946
C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\center_2023_11_27_13_16_30_641.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\left_2023_11_27_13_16_30_641.jpg,C:\Users\yub\Desktop\New_folder\self-driving-car\training_set\IMG\right_2023_11_27_13_16_30_641.jpg,0,1,0,8.047565
